source,target,weight
24,168984,1.0
25,26,1.3e-05
25,7705,1.0
25,15385,1.0
25,23065,1.0
25,30745,1.0
25,38425,1.0
25,46105,1.0
25,53785,1.0
25,61465,1.0
25,69145,1.0
25,76825,1.0
25,84505,1.0
25,92185,1.0
25,99865,1.0
25,107545,1.0
25,115225,1.0
25,122905,1.0
25,130585,1.0
25,138265,1.0
25,145945,1.0
25,153625,1.0
25,161305,1.0
25,168985,1.0
26,7706,1.0
26,15386,1.0
26,23066,1.0
26,30746,1.0
26,38426,1.0
26,46106,1.0
26,53786,1.0
26,61466,1.0
26,69146,1.0
26,76826,1.0
26,84506,1.0
26,92186,1.0
26,99866,1.0
26,107546,1.0
26,115226,1.0
26,122906,1.0
26,130586,1.0
26,138266,1.0
26,145946,1.0
26,153626,1.0
26,161306,1.0
26,168986,1.0
27,7707,1.0
27,15387,1.0
27,23067,1.0
27,30747,1.0
27,38427,1.0
27,46107,1.0
27,53787,1.0
27,61467,1.0
27,69147,1.0
27,76827,1.0
27,84507,1.0
27,92187,1.0
27,99867,1.0
27,107547,1.0
27,115227,1.0
27,122907,1.0
27,130587,1.0
27,138267,1.0
27,145947,1.0
27,153627,1.0
27,161307,1.0
27,168987,1.0
28,7708,1.0
28,15388,1.0
28,23068,1.0
28,30748,1.0
28,38428,1.0
28,46108,1.0
28,53788,1.0
28,61468,1.0
28,69148,1.0
28,76828,1.0
28,84508,1.0
28,92188,1.0
28,99868,1.0
28,107548,1.0
28,115228,1.0
28,122908,1.0
28,130588,1.0
28,138268,1.0
28,145948,1.0
28,153628,1.0
28,161308,1.0
28,168988,1.0
29,7709,1.0
29,15389,1.0
29,23069,1.0
29,30749,1.0
29,38429,1.0
29,46109,1.0
29,53789,1.0
29,61469,1.0
29,69149,1.0
29,76829,1.0
29,84509,1.0
29,92189,1.0
29,99869,1.0
29,107549,1.0
29,115229,1.0
29,122909,1.0
29,130589,1.0
29,138269,1.0
29,145949,1.0
29,153629,1.0
29,161309,1.0
29,168989,1.0
30,7710,1.0
30,15390,1.0
30,23070,1.0
30,30750,1.0
30,38430,1.0
30,46110,1.0
30,53790,1.0
30,61470,1.0
30,69150,1.0
30,76830,1.0
30,84510,1.0
30,92190,1.0
30,99870,1.0
30,107550,1.0
30,115230,1.0
30,122910,1.0
30,130590,1.0
30,138270,1.0
30,145950,1.0
30,153630,1.0
30,161310,1.0
30,168990,1.0
31,7711,1.0
31,15391,1.0
31,23071,1.0
31,30751,1.0
31,38431,1.0
31,46111,1.0
31,53791,1.0
31,61471,1.0
31,69151,1.0
31,76831,1.0
31,84511,1.0
31,92191,1.0
31,99871,1.0
31,107551,1.0
31,115231,1.0
31,122911,1.0
31,130591,1.0
31,138271,1.0
31,145951,1.0
31,153631,1.0
31,161311,1.0
31,168991,1.0
32,7712,1.0
32,15392,1.0
32,23072,1.0
32,30752,1.0
32,38432,1.0
32,46112,1.0
32,53792,1.0
32,61472,1.0
32,69152,1.0
32,76832,1.0
32,84512,1.0
32,92192,1.0
32,99872,1.0
32,107552,1.0
32,115232,1.0
32,122912,1.0
32,130592,1.0
32,138272,1.0
32,145952,1.0
32,153632,1.0
32,161312,1.0
32,168992,1.0
33,7713,1.0
33,15393,1.0
33,23073,1.0
33,30753,1.0
33,38433,1.0
33,46113,1.0
33,53793,1.0
33,61473,1.0
33,69153,1.0
33,76833,1.0
33,84513,1.0
33,92193,1.0
33,99873,1.0
33,107553,1.0
33,115233,1.0
33,122913,1.0
33,130593,1.0
33,138273,1.0
33,145953,1.0
33,153633,1.0
33,161313,1.0
33,168993,1.0
34,7714,1.0
34,15394,1.0
34,23074,1.0
34,30754,1.0
34,38434,1.0
34,46114,1.0
34,53794,1.0
34,61474,1.0
34,69154,1.0
34,76834,1.0
34,84514,1.0
34,92194,1.0
34,99874,1.0
34,107554,1.0
34,115234,1.0
34,122914,1.0
34,130594,1.0
34,138274,1.0
34,145954,1.0
34,153634,1.0
34,161314,1.0
34,168994,1.0
35,7715,1.0
35,15395,1.0
35,23075,1.0
35,30755,1.0
35,38435,1.0
35,46115,1.0
35,53795,1.0
35,61475,1.0
35,69155,1.0
35,76835,1.0
35,84515,1.0
35,92195,1.0
35,99875,1.0
35,107555,1.0
35,115235,1.0
35,122915,1.0
35,130595,1.0
35,138275,1.0
35,145955,1.0
35,153635,1.0
35,161315,1.0
35,168995,1.0
36,7716,1.0
36,15396,1.0
36,23076,1.0
36,30756,1.0
36,38436,1.0
36,46116,1.0
36,53796,1.0
36,61476,1.0
36,69156,1.0
36,76836,1.0
36,84516,1.0
36,92196,1.0
36,99876,1.0
36,107556,1.0
36,115236,1.0
36,122916,1.0
36,130596,1.0
36,138276,1.0
36,145956,1.0
36,153636,1.0
36,161316,1.0
36,168996,1.0
37,7717,1.0
37,15397,1.0
37,23077,1.0
37,30757,1.0
37,38437,1.0
37,46117,1.0
37,53797,1.0
37,61477,1.0
37,69157,1.0
37,76837,1.0
37,84517,1.0
37,92197,1.0
37,99877,1.0
37,107557,1.0
37,115237,1.0
37,122917,1.0
37,130597,1.0
37,138277,1.0
37,145957,1.0
37,153637,1.0
37,161317,1.0
37,168997,1.0
38,7718,1.0
38,15398,1.0
38,23078,1.0
38,30758,1.0
38,38438,1.0
38,46118,1.0
38,53798,1.0
38,61478,1.0
38,69158,1.0
38,76838,1.0
38,84518,1.0
38,92198,1.0
38,99878,1.0
38,107558,1.0
38,115238,1.0
38,122918,1.0
38,130598,1.0
38,138278,1.0
38,145958,1.0
38,153638,1.0
38,161318,1.0
38,168998,1.0
39,7719,1.0
39,15399,1.0
39,23079,1.0
39,30759,1.0
39,38439,1.0
39,46119,1.0
39,53799,1.0
39,61479,1.0
39,69159,1.0
39,76839,1.0
39,84519,1.0
39,92199,1.0
39,99879,1.0
39,107559,1.0
39,115239,1.0
39,122919,1.0
39,130599,1.0
39,138279,1.0
39,145959,1.0
39,153639,1.0
39,161319,1.0
39,168999,1.0
40,7720,1.0
40,15400,1.0
40,23080,1.0
40,30760,1.0
40,38440,1.0
40,46120,1.0
40,53800,1.0
40,61480,1.0
40,69160,1.0
40,76840,1.0
40,84520,1.0
40,92200,1.0
40,99880,1.0
40,107560,1.0
40,115240,1.0
40,122920,1.0
40,130600,1.0
40,138280,1.0
40,145960,1.0
40,153640,1.0
40,161320,1.0
40,169000,1.0
41,7721,1.0
41,15401,1.0
41,23081,1.0
41,30761,1.0
41,38441,1.0
41,46121,1.0
41,53801,1.0
41,61481,1.0
41,69161,1.0
41,76841,1.0
41,84521,1.0
41,92201,1.0
41,99881,1.0
41,107561,1.0
41,115241,1.0
41,122921,1.0
41,130601,1.0
41,138281,1.0
41,145961,1.0
41,153641,1.0
41,161321,1.0
41,169001,1.0
42,7722,1.0
42,15402,1.0
42,23082,1.0
42,30762,1.0
42,38442,1.0
42,46122,1.0
42,53802,1.0
42,61482,1.0
42,69162,1.0
42,76842,1.0
42,84522,1.0
42,92202,1.0
42,99882,1.0
42,107562,1.0
42,115242,1.0
42,122922,1.0
42,130602,1.0
42,138282,1.0
42,145962,1.0
42,153642,1.0
42,161322,1.0
42,169002,1.0
43,7723,1.0
43,15403,1.0
43,23083,1.0
43,30763,1.0
43,38443,1.0
43,46123,1.0
43,53803,1.0
43,61483,1.0
43,69163,1.0
43,76843,1.0
43,84523,1.0
43,92203,1.0
43,99883,1.0
43,107563,1.0
43,115243,1.0
43,122923,1.0
43,130603,1.0
43,138283,1.0
43,145963,1.0
43,153643,1.0
43,161323,1.0
43,169003,1.0
44,7724,1.0
44,15404,1.0
44,23084,1.0
44,30764,1.0
44,38444,1.0
44,46124,1.0
44,53804,1.0
44,61484,1.0
44,69164,1.0
44,76844,1.0
44,84524,1.0
44,92204,1.0
44,99884,1.0
44,107564,1.0
44,115244,1.0
44,122924,1.0
44,130604,1.0
44,138284,1.0
44,145964,1.0
44,153644,1.0
44,161324,1.0
44,169004,1.0
45,7725,1.0
45,15405,1.0
45,23085,1.0
45,30765,1.0
45,38445,1.0
45,46125,1.0
45,53805,1.0
45,61485,1.0
45,69165,1.0
45,76845,1.0
45,84525,1.0
45,92205,1.0
45,99885,1.0
45,107565,1.0
45,115245,1.0
45,122925,1.0
45,130605,1.0
45,138285,1.0
45,145965,1.0
45,153645,1.0
45,161325,1.0
45,169005,1.0
46,7726,1.0
46,15406,1.0
46,23086,1.0
46,30766,1.0
46,38446,1.0
46,46126,1.0
46,53806,1.0
46,61486,1.0
46,69166,1.0
46,76846,1.0
46,84526,1.0
46,92206,1.0
46,99886,1.0
46,107566,1.0
46,115246,1.0
46,122926,1.0
46,130606,1.0
46,138286,1.0
46,145966,1.0
46,153646,1.0
46,161326,1.0
46,169006,1.0
47,7727,1.0
47,15407,1.0
47,23087,1.0
47,30767,1.0
47,38447,1.0
47,46127,1.0
47,53807,1.0
47,61487,1.0
47,69167,1.0
47,76847,1.0
47,84527,1.0
47,92207,1.0
47,99887,1.0
47,107567,1.0
47,115247,1.0
47,122927,1.0
47,130607,1.0
47,138287,1.0
47,145967,1.0
47,153647,1.0
47,161327,1.0
47,169007,1.0
48,7728,1.0
48,15408,1.0
48,23088,1.0
48,30768,1.0
48,38448,1.0
48,46128,1.0
48,53808,1.0
48,61488,1.0
48,69168,1.0
48,76848,1.0
48,84528,1.0
48,92208,1.0
48,99888,1.0
48,107568,1.0
48,115248,1.0
48,122928,1.0
48,130608,1.0
48,138288,1.0
48,145968,1.0
48,153648,1.0
48,161328,1.0
48,169008,1.0
49,7729,1.0
49,15409,1.0
49,23089,1.0
49,30769,1.0
49,38449,1.0
49,46129,1.0
49,53809,1.0
49,61489,1.0
49,69169,1.0
49,76849,1.0
49,84529,1.0
49,92209,1.0
49,99889,1.0
49,107569,1.0
49,115249,1.0
49,122929,1.0
49,130609,1.0
49,138289,1.0
49,145969,1.0
49,153649,1.0
49,161329,1.0
49,169009,1.0
50,7730,1.0
50,15410,1.0
50,23090,1.0
50,30770,1.0
50,38450,1.0
50,46130,1.0
50,53810,1.0
50,61490,1.0
50,69170,1.0
50,76850,1.0
50,84530,1.0
50,92210,1.0
50,99890,1.0
50,107570,1.0
50,115250,1.0
50,122930,1.0
50,130610,1.0
50,138290,1.0
50,145970,1.0
50,153650,1.0
50,161330,1.0
50,169010,1.0
51,7731,1.0
51,15411,1.0
51,23091,1.0
51,30771,1.0
51,38451,1.0
51,46131,1.0
51,53811,1.0
51,61491,1.0
51,69171,1.0
51,76851,1.0
51,84531,1.0
51,92211,1.0
51,99891,1.0
51,107571,1.0
51,115251,1.0
51,122931,1.0
51,130611,1.0
51,138291,1.0
51,145971,1.0
51,153651,1.0
51,161331,1.0
51,169011,1.0
52,7732,1.0
52,15412,1.0
52,23092,1.0
52,30772,1.0
52,38452,1.0
52,46132,1.0
52,53812,1.0
52,61492,1.0
52,69172,1.0
52,76852,1.0
52,84532,1.0
52,92212,1.0
52,99892,1.0
52,107572,1.0
52,115252,1.0
52,122932,1.0
52,130612,1.0
52,138292,1.0
52,145972,1.0
52,153652,1.0
52,161332,1.0
52,169012,1.0
53,7733,1.0
53,15413,1.0
53,23093,1.0
53,30773,1.0
53,38453,1.0
53,46133,1.0
53,53813,1.0
53,61493,1.0
53,69173,1.0
53,76853,1.0
53,84533,1.0
53,92213,1.0
53,99893,1.0
53,107573,1.0
53,115253,1.0
53,122933,1.0
53,130613,1.0
53,138293,1.0
53,145973,1.0
53,153653,1.0
53,161333,1.0
53,169013,1.0
54,7734,1.0
54,15414,1.0
54,23094,1.0
54,30774,1.0
54,38454,1.0
54,46134,1.0
54,53814,1.0
54,61494,1.0
54,69174,1.0
54,76854,1.0
54,84534,1.0
54,92214,1.0
54,99894,1.0
54,107574,1.0
54,115254,1.0
54,122934,1.0
54,130614,1.0
54,138294,1.0
54,145974,1.0
54,153654,1.0
54,161334,1.0
54,169014,1.0
55,7735,1.0
55,15415,1.0
55,23095,1.0
55,30775,1.0
55,38455,1.0
55,46135,1.0
55,53815,1.0
55,61495,1.0
55,69175,1.0
55,76855,1.0
55,84535,1.0
55,92215,1.0
55,99895,1.0
55,107575,1.0
55,115255,1.0
55,122935,1.0
55,130615,1.0
55,138295,1.0
55,145975,1.0
55,153655,1.0
55,161335,1.0
55,169015,1.0
56,7736,1.0
56,15416,1.0
56,23096,1.0
56,30776,1.0
56,38456,1.0
56,46136,1.0
56,53816,1.0
56,61496,1.0
56,69176,1.0
56,76856,1.0
56,84536,1.0
56,92216,1.0
56,99896,1.0
56,107576,1.0
56,115256,1.0
56,122936,1.0
56,130616,1.0
56,138296,1.0
56,145976,1.0
56,153656,1.0
56,161336,1.0
56,169016,1.0
57,7737,1.0
57,15417,1.0
57,23097,1.0
57,30777,1.0
57,38457,1.0
57,46137,1.0
57,53817,1.0
57,61497,1.0
57,69177,1.0
57,76857,1.0
57,84537,1.0
57,92217,1.0
57,99897,1.0
57,107577,1.0
57,115257,1.0
57,122937,1.0
57,130617,1.0
57,138297,1.0
57,145977,1.0
57,153657,1.0
57,161337,1.0
57,169017,1.0
58,7738,1.0
58,15418,1.0
58,23098,1.0
58,30778,1.0
58,38458,1.0
58,46138,1.0
58,53818,1.0
58,61498,1.0
58,69178,1.0
58,76858,1.0
58,84538,1.0
58,92218,1.0
58,99898,1.0
58,107578,1.0
58,115258,1.0
58,122938,1.0
58,130618,1.0
58,138298,1.0
58,145978,1.0
58,153658,1.0
58,161338,1.0
58,169018,1.0
59,7739,1.0
59,15419,1.0
59,23099,1.0
59,30779,1.0
59,38459,1.0
59,46139,1.0
59,53819,1.0
59,61499,1.0
59,69179,1.0
59,76859,1.0
59,84539,1.0
59,92219,1.0
59,99899,1.0
59,107579,1.0
59,115259,1.0
59,122939,1.0
59,130619,1.0
59,138299,1.0
59,145979,1.0
59,153659,1.0
59,161339,1.0
59,169019,1.0
60,7740,1.0
60,15420,1.0
60,23100,1.0
60,30780,1.0
60,38460,1.0
60,46140,1.0
60,53820,1.0
60,61500,1.0
60,69180,1.0
60,76860,1.0
60,84540,1.0
60,92220,1.0
60,99900,1.0
60,107580,1.0
60,115260,1.0
60,122940,1.0
60,130620,1.0
60,138300,1.0
60,145980,1.0
60,153660,1.0
60,161340,1.0
60,169020,1.0
61,7741,1.0
61,15421,1.0
61,23101,1.0
61,30781,1.0
61,38461,1.0
61,46141,1.0
61,53821,1.0
61,61501,1.0
61,69181,1.0
61,76861,1.0
61,84541,1.0
61,92221,1.0
61,99901,1.0
61,107581,1.0
61,115261,1.0
61,122941,1.0
61,130621,1.0
61,138301,1.0
61,145981,1.0
61,153661,1.0
61,161341,1.0
61,169021,1.0
62,7742,1.0
62,15422,1.0
62,23102,1.0
62,30782,1.0
62,38462,1.0
62,46142,1.0
62,53822,1.0
62,61502,1.0
62,69182,1.0
62,76862,1.0
62,84542,1.0
62,92222,1.0
62,99902,1.0
62,107582,1.0
62,115262,1.0
62,122942,1.0
62,130622,1.0
62,138302,1.0
62,145982,1.0
62,153662,1.0
62,161342,1.0
62,169022,1.0
63,7743,1.0
63,15423,1.0
63,23103,1.0
63,30783,1.0
63,38463,1.0
63,46143,1.0
63,53823,1.0
63,61503,1.0
63,69183,1.0
63,76863,1.0
63,84543,1.0
63,92223,1.0
63,99903,1.0
63,107583,1.0
63,115263,1.0
63,122943,1.0
63,130623,1.0
63,138303,1.0
63,145983,1.0
63,153663,1.0
63,161343,1.0
63,169023,1.0
64,7744,1.0
64,15424,1.0
64,23104,1.0
64,30784,1.0
64,38464,1.0
64,46144,1.0
64,53824,1.0
64,61504,1.0
64,69184,1.0
64,76864,1.0
64,84544,1.0
64,92224,1.0
64,99904,1.0
64,107584,1.0
64,115264,1.0
64,122944,1.0
64,130624,1.0
64,138304,1.0
64,145984,1.0
64,153664,1.0
64,161344,1.0
64,169024,1.0
65,7745,1.0
65,15425,1.0
65,23105,1.0
65,30785,1.0
65,38465,1.0
65,46145,1.0
65,53825,1.0
65,61505,1.0
65,69185,1.0
65,76865,1.0
65,84545,1.0
65,92225,1.0
65,99905,1.0
65,107585,1.0
65,115265,1.0
65,122945,1.0
65,130625,1.0
65,138305,1.0
65,145985,1.0
65,153665,1.0
65,161345,1.0
65,169025,1.0
66,7746,1.0
66,15426,1.0
66,23106,1.0
66,30786,1.0
66,38466,1.0
66,46146,1.0
66,53826,1.0
66,61506,1.0
66,69186,1.0
66,76866,1.0
66,84546,1.0
66,92226,1.0
66,99906,1.0
66,107586,1.0
66,115266,1.0
66,122946,1.0
66,130626,1.0
66,138306,1.0
66,145986,1.0
66,153666,1.0
66,161346,1.0
66,169026,1.0
67,7747,1.0
67,15427,1.0
67,23107,1.0
67,30787,1.0
67,38467,1.0
67,46147,1.0
67,53827,1.0
67,61507,1.0
67,69187,1.0
67,76867,1.0
67,84547,1.0
67,92227,1.0
67,99907,1.0
67,107587,1.0
67,115267,1.0
67,122947,1.0
67,130627,1.0
67,138307,1.0
67,145987,1.0
67,153667,1.0
67,161347,1.0
67,169027,1.0
68,7748,1.0
68,15428,1.0
68,23108,1.0
68,30788,1.0
68,38468,1.0
68,46148,1.0
68,53828,1.0
68,61508,1.0
68,69188,1.0
68,76868,1.0
68,84548,1.0
68,92228,1.0
68,99908,1.0
68,107588,1.0
68,115268,1.0
68,122948,1.0
68,130628,1.0
68,138308,1.0
68,145988,1.0
68,153668,1.0
68,161348,1.0
68,169028,1.0
69,7749,1.0
69,15429,1.0
69,23109,1.0
69,30789,1.0
69,38469,1.0
69,46149,1.0
69,53829,1.0
69,61509,1.0
69,69189,1.0
69,76869,1.0
69,84549,1.0
69,92229,1.0
69,99909,1.0
69,107589,1.0
69,115269,1.0
69,122949,1.0
69,130629,1.0
69,138309,1.0
69,145989,1.0
69,153669,1.0
69,161349,1.0
69,169029,1.0
70,7750,1.0
70,15430,1.0
70,23110,1.0
70,30790,1.0
70,38470,1.0
70,46150,1.0
70,53830,1.0
70,61510,1.0
70,69190,1.0
70,76870,1.0
70,84550,1.0
70,92230,1.0
