source,target,weight
4102,126982,1.0
4102,134662,1.0
4102,142342,1.0
4102,150022,1.0
4102,157702,1.0
4102,165382,1.0
4102,173062,1.0
4103,11783,1.0
4103,19463,1.0
4103,27143,1.0
4103,34823,1.0
4103,42503,1.0
4103,50183,1.0
4103,57863,1.0
4103,65543,1.0
4103,73223,1.0
4103,80903,1.0
4103,88583,1.0
4103,96263,1.0
4103,103943,1.0
4103,111623,1.0
4103,119303,1.0
4103,126983,1.0
4103,134663,1.0
4103,142343,1.0
4103,150023,1.0
4103,157703,1.0
4103,165383,1.0
4103,173063,1.0
4104,11784,1.0
4104,19464,1.0
4104,27144,1.0
4104,34824,1.0
4104,42504,1.0
4104,50184,1.0
4104,57864,1.0
4104,65544,1.0
4104,73224,1.0
4104,80904,1.0
4104,88584,1.0
4104,96264,1.0
4104,103944,1.0
4104,111624,1.0
4104,119304,1.0
4104,126984,1.0
4104,134664,1.0
4104,142344,1.0
4104,150024,1.0
4104,157704,1.0
4104,165384,1.0
4104,173064,1.0
4105,11785,1.0
4105,19465,1.0
4105,27145,1.0
4105,34825,1.0
4105,42505,1.0
4105,50185,1.0
4105,57865,1.0
4105,65545,1.0
4105,73225,1.0
4105,80905,1.0
4105,88585,1.0
4105,96265,1.0
4105,103945,1.0
4105,111625,1.0
4105,119305,1.0
4105,126985,1.0
4105,134665,1.0
4105,142345,1.0
4105,150025,1.0
4105,157705,1.0
4105,165385,1.0
4105,173065,1.0
4106,11786,1.0
4106,19466,1.0
4106,27146,1.0
4106,34826,1.0
4106,42506,1.0
4106,50186,1.0
4106,57866,1.0
4106,65546,1.0
4106,73226,1.0
4106,80906,1.0
4106,88586,1.0
4106,96266,1.0
4106,103946,1.0
4106,111626,1.0
4106,119306,1.0
4106,126986,1.0
4106,134666,1.0
4106,142346,1.0
4106,150026,1.0
4106,157706,1.0
4106,165386,1.0
4106,173066,1.0
4107,11787,1.0
4107,19467,1.0
4107,27147,1.0
4107,34827,1.0
4107,42507,1.0
4107,50187,1.0
4107,57867,1.0
4107,65547,1.0
4107,73227,1.0
4107,80907,1.0
4107,88587,1.0
4107,96267,1.0
4107,103947,1.0
4107,111627,1.0
4107,119307,1.0
4107,126987,1.0
4107,134667,1.0
4107,142347,1.0
4107,150027,1.0
4107,157707,1.0
4107,165387,1.0
4107,173067,1.0
4108,11788,1.0
4108,19468,1.0
4108,27148,1.0
4108,34828,1.0
4108,42508,1.0
4108,50188,1.0
4108,57868,1.0
4108,65548,1.0
4108,73228,1.0
4108,80908,1.0
4108,88588,1.0
4108,96268,1.0
4108,103948,1.0
4108,111628,1.0
4108,119308,1.0
4108,126988,1.0
4108,134668,1.0
4108,142348,1.0
4108,150028,1.0
4108,157708,1.0
4108,165388,1.0
4108,173068,1.0
4109,11789,1.0
4109,19469,1.0
4109,27149,1.0
4109,34829,1.0
4109,42509,1.0
4109,50189,1.0
4109,57869,1.0
4109,65549,1.0
4109,73229,1.0
4109,80909,1.0
4109,88589,1.0
4109,96269,1.0
4109,103949,1.0
4109,111629,1.0
4109,119309,1.0
4109,126989,1.0
4109,134669,1.0
4109,142349,1.0
4109,150029,1.0
4109,157709,1.0
4109,165389,1.0
4109,173069,1.0
4110,11790,1.0
4110,19470,1.0
4110,27150,1.0
4110,34830,1.0
4110,42510,1.0
4110,50190,1.0
4110,57870,1.0
4110,65550,1.0
4110,73230,1.0
4110,80910,1.0
4110,88590,1.0
4110,96270,1.0
4110,103950,1.0
4110,111630,1.0
4110,119310,1.0
4110,126990,1.0
4110,134670,1.0
4110,142350,1.0
4110,150030,1.0
4110,157710,1.0
4110,165390,1.0
4110,173070,1.0
4111,11791,1.0
4111,19471,1.0
4111,27151,1.0
4111,34831,1.0
4111,42511,1.0
4111,50191,1.0
4111,57871,1.0
4111,65551,1.0
4111,73231,1.0
4111,80911,1.0
4111,88591,1.0
4111,96271,1.0
4111,103951,1.0
4111,111631,1.0
4111,119311,1.0
4111,126991,1.0
4111,134671,1.0
4111,142351,1.0
4111,150031,1.0
4111,157711,1.0
4111,165391,1.0
4111,173071,1.0
4112,11792,1.0
4112,19472,1.0
4112,27152,1.0
4112,34832,1.0
4112,42512,1.0
4112,50192,1.0
4112,57872,1.0
4112,65552,1.0
4112,73232,1.0
4112,80912,1.0
4112,88592,1.0
4112,96272,1.0
4112,103952,1.0
4112,111632,1.0
4112,119312,1.0
4112,126992,1.0
4112,134672,1.0
4112,142352,1.0
4112,150032,1.0
4112,157712,1.0
4112,165392,1.0
4112,173072,1.0
4113,11793,1.0
4113,19473,1.0
4113,27153,1.0
4113,34833,1.0
4113,42513,1.0
4113,50193,1.0
4113,57873,1.0
4113,65553,1.0
4113,73233,1.0
4113,80913,1.0
4113,88593,1.0
4113,96273,1.0
4113,103953,1.0
4113,111633,1.0
4113,119313,1.0
4113,126993,1.0
4113,134673,1.0
4113,142353,1.0
4113,150033,1.0
4113,157713,1.0
4113,165393,1.0
4113,173073,1.0
4114,11794,1.0
4114,19474,1.0
4114,27154,1.0
4114,34834,1.0
4114,42514,1.0
4114,50194,1.0
4114,57874,1.0
4114,65554,1.0
4114,73234,1.0
4114,80914,1.0
4114,88594,1.0
4114,96274,1.0
4114,103954,1.0
4114,111634,1.0
4114,119314,1.0
4114,126994,1.0
4114,134674,1.0
4114,142354,1.0
4114,150034,1.0
4114,157714,1.0
4114,165394,1.0
4114,173074,1.0
4115,11795,1.0
4115,19475,1.0
4115,27155,1.0
4115,34835,1.0
4115,42515,1.0
4115,50195,1.0
4115,57875,1.0
4115,65555,1.0
4115,73235,1.0
4115,80915,1.0
4115,88595,1.0
4115,96275,1.0
4115,103955,1.0
4115,111635,1.0
4115,119315,1.0
4115,126995,1.0
4115,134675,1.0
4115,142355,1.0
4115,150035,1.0
4115,157715,1.0
4115,165395,1.0
4115,173075,1.0
4116,11796,1.0
4116,19476,1.0
4116,27156,1.0
4116,34836,1.0
4116,42516,1.0
4116,50196,1.0
4116,57876,1.0
4116,65556,1.0
4116,73236,1.0
4116,80916,1.0
4116,88596,1.0
4116,96276,1.0
4116,103956,1.0
4116,111636,1.0
4116,119316,1.0
4116,126996,1.0
4116,134676,1.0
4116,142356,1.0
4116,150036,1.0
4116,157716,1.0
4116,165396,1.0
4116,173076,1.0
4117,11797,1.0
4117,19477,1.0
4117,27157,1.0
4117,34837,1.0
4117,42517,1.0
4117,50197,1.0
4117,57877,1.0
4117,65557,1.0
4117,73237,1.0
4117,80917,1.0
4117,88597,1.0
4117,96277,1.0
4117,103957,1.0
4117,111637,1.0
4117,119317,1.0
4117,126997,1.0
4117,134677,1.0
4117,142357,1.0
4117,150037,1.0
4117,157717,1.0
4117,165397,1.0
4117,173077,1.0
4118,11798,1.0
4118,19478,1.0
4118,27158,1.0
4118,34838,1.0
4118,42518,1.0
4118,50198,1.0
4118,57878,1.0
4118,65558,1.0
4118,73238,1.0
4118,80918,1.0
4118,88598,1.0
4118,96278,1.0
4118,103958,1.0
4118,111638,1.0
4118,119318,1.0
4118,126998,1.0
4118,134678,1.0
4118,142358,1.0
4118,150038,1.0
4118,157718,1.0
4118,165398,1.0
4118,173078,1.0
4119,11799,1.0
4119,19479,1.0
4119,27159,1.0
4119,34839,1.0
4119,42519,1.0
4119,50199,1.0
4119,57879,1.0
4119,65559,1.0
4119,73239,1.0
4119,80919,1.0
4119,88599,1.0
4119,96279,1.0
4119,103959,1.0
4119,111639,1.0
4119,119319,1.0
4119,126999,1.0
4119,134679,1.0
4119,142359,1.0
4119,150039,1.0
4119,157719,1.0
4119,165399,1.0
4119,173079,1.0
4120,11800,1.0
4120,19480,1.0
4120,27160,1.0
4120,34840,1.0
4120,42520,1.0
4120,50200,1.0
4120,57880,1.0
4120,65560,1.0
4120,73240,1.0
4120,80920,1.0
4120,88600,1.0
4120,96280,1.0
4120,103960,1.0
4120,111640,1.0
4120,119320,1.0
4120,127000,1.0
4120,134680,1.0
4120,142360,1.0
4120,150040,1.0
4120,157720,1.0
4120,165400,1.0
4120,173080,1.0
4121,11801,1.0
4121,19481,1.0
4121,27161,1.0
4121,34841,1.0
4121,42521,1.0
4121,50201,1.0
4121,57881,1.0
4121,65561,1.0
4121,73241,1.0
4121,80921,1.0
4121,88601,1.0
4121,96281,1.0
4121,103961,1.0
4121,111641,1.0
4121,119321,1.0
4121,127001,1.0
4121,134681,1.0
4121,142361,1.0
4121,150041,1.0
4121,157721,1.0
4121,165401,1.0
4121,173081,1.0
4122,11802,1.0
4122,19482,1.0
4122,27162,1.0
4122,34842,1.0
4122,42522,1.0
4122,50202,1.0
4122,57882,1.0
4122,65562,1.0
4122,73242,1.0
4122,80922,1.0
4122,88602,1.0
4122,96282,1.0
4122,103962,1.0
4122,111642,1.0
4122,119322,1.0
4122,127002,1.0
4122,134682,1.0
4122,142362,1.0
4122,150042,1.0
4122,157722,1.0
4122,165402,1.0
4122,173082,1.0
4123,11803,1.0
4123,19483,1.0
4123,27163,1.0
4123,34843,1.0
4123,42523,1.0
4123,50203,1.0
4123,57883,1.0
4123,65563,1.0
4123,73243,1.0
4123,80923,1.0
4123,88603,1.0
4123,96283,1.0
4123,103963,1.0
4123,111643,1.0
4123,119323,1.0
4123,127003,1.0
4123,134683,1.0
4123,142363,1.0
4123,150043,1.0
4123,157723,1.0
4123,165403,1.0
4123,173083,1.0
4124,11804,1.0
4124,19484,1.0
4124,27164,1.0
4124,34844,1.0
4124,42524,1.0
4124,50204,1.0
4124,57884,1.0
4124,65564,1.0
4124,73244,1.0
4124,80924,1.0
4124,88604,1.0
4124,96284,1.0
4124,103964,1.0
4124,111644,1.0
4124,119324,1.0
4124,127004,1.0
4124,134684,1.0
4124,142364,1.0
4124,150044,1.0
4124,157724,1.0
4124,165404,1.0
4124,173084,1.0
4125,11805,1.0
4125,19485,1.0
4125,27165,1.0
4125,34845,1.0
4125,42525,1.0
4125,50205,1.0
4125,57885,1.0
4125,65565,1.0
4125,73245,1.0
4125,80925,1.0
4125,88605,1.0
4125,96285,1.0
4125,103965,1.0
4125,111645,1.0
4125,119325,1.0
4125,127005,1.0
4125,134685,1.0
4125,142365,1.0
4125,150045,1.0
4125,157725,1.0
4125,165405,1.0
4125,173085,1.0
4126,11806,1.0
4126,19486,1.0
4126,27166,1.0
4126,34846,1.0
4126,42526,1.0
4126,50206,1.0
4126,57886,1.0
4126,65566,1.0
4126,73246,1.0
4126,80926,1.0
4126,88606,1.0
4126,96286,1.0
4126,103966,1.0
4126,111646,1.0
4126,119326,1.0
4126,127006,1.0
4126,134686,1.0
4126,142366,1.0
4126,150046,1.0
4126,157726,1.0
4126,165406,1.0
4126,173086,1.0
4127,11807,1.0
4127,19487,1.0
4127,27167,1.0
4127,34847,1.0
4127,42527,1.0
4127,50207,1.0
4127,57887,1.0
4127,65567,1.0
4127,73247,1.0
4127,80927,1.0
4127,88607,1.0
4127,96287,1.0
4127,103967,1.0
4127,111647,1.0
4127,119327,1.0
4127,127007,1.0
4127,134687,1.0
4127,142367,1.0
4127,150047,1.0
4127,157727,1.0
4127,165407,1.0
4127,173087,1.0
4128,11808,1.0
4128,19488,1.0
4128,27168,1.0
4128,34848,1.0
4128,42528,1.0
4128,50208,1.0
4128,57888,1.0
4128,65568,1.0
4128,73248,1.0
4128,80928,1.0
4128,88608,1.0
4128,96288,1.0
4128,103968,1.0
4128,111648,1.0
4128,119328,1.0
4128,127008,1.0
4128,134688,1.0
4128,142368,1.0
4128,150048,1.0
4128,157728,1.0
4128,165408,1.0
4128,173088,1.0
4129,11809,1.0
4129,19489,1.0
4129,27169,1.0
4129,34849,1.0
4129,42529,1.0
4129,50209,1.0
4129,57889,1.0
4129,65569,1.0
4129,73249,1.0
4129,80929,1.0
4129,88609,1.0
4129,96289,1.0
4129,103969,1.0
4129,111649,1.0
4129,119329,1.0
4129,127009,1.0
4129,134689,1.0
4129,142369,1.0
4129,150049,1.0
4129,157729,1.0
4129,165409,1.0
4129,173089,1.0
4130,11810,1.0
4130,19490,1.0
4130,27170,1.0
4130,34850,1.0
4130,42530,1.0
4130,50210,1.0
4130,57890,1.0
4130,65570,1.0
4130,73250,1.0
4130,80930,1.0
4130,88610,1.0
4130,96290,1.0
4130,103970,1.0
4130,111650,1.0
4130,119330,1.0
4130,127010,1.0
4130,134690,1.0
4130,142370,1.0
4130,150050,1.0
4130,157730,1.0
4130,165410,1.0
4130,173090,1.0
4131,11811,1.0
4131,19491,1.0
4131,27171,1.0
4131,34851,1.0
4131,42531,1.0
4131,50211,1.0
4131,57891,1.0
4131,65571,1.0
4131,73251,1.0
4131,80931,1.0
4131,88611,1.0
4131,96291,1.0
4131,103971,1.0
4131,111651,1.0
4131,119331,1.0
4131,127011,1.0
4131,134691,1.0
4131,142371,1.0
4131,150051,1.0
4131,157731,1.0
4131,165411,1.0
4131,173091,1.0
4132,11812,1.0
4132,19492,1.0
4132,27172,1.0
4132,34852,1.0
4132,42532,1.0
4132,50212,1.0
4132,57892,1.0
4132,65572,1.0
4132,73252,1.0
4132,80932,1.0
4132,88612,1.0
4132,96292,1.0
4132,103972,1.0
4132,111652,1.0
4132,119332,1.0
4132,127012,1.0
4132,134692,1.0
4132,142372,1.0
4132,150052,1.0
4132,157732,1.0
4132,165412,1.0
4132,173092,1.0
4133,11813,1.0
4133,19493,1.0
4133,27173,1.0
4133,34853,1.0
4133,42533,1.0
4133,50213,1.0
4133,57893,1.0
4133,65573,1.0
4133,73253,1.0
4133,80933,1.0
4133,88613,1.0
4133,96293,1.0
4133,103973,1.0
4133,111653,1.0
4133,119333,1.0
4133,127013,1.0
4133,134693,1.0
4133,142373,1.0
4133,150053,1.0
4133,157733,1.0
4133,165413,1.0
4133,173093,1.0
4134,11814,1.0
4134,19494,1.0
4134,27174,1.0
4134,34854,1.0
4134,42534,1.0
4134,50214,1.0
4134,57894,1.0
4134,65574,1.0
4134,73254,1.0
4134,80934,1.0
4134,88614,1.0
4134,96294,1.0
4134,103974,1.0
4134,111654,1.0
4134,119334,1.0
4134,127014,1.0
4134,134694,1.0
4134,142374,1.0
4134,150054,1.0
4134,157734,1.0
4134,165414,1.0
4134,173094,1.0
4135,11815,1.0
4135,19495,1.0
4135,27175,1.0
4135,34855,1.0
4135,42535,1.0
4135,50215,1.0
4135,57895,1.0
4135,65575,1.0
4135,73255,1.0
4135,80935,1.0
4135,88615,1.0
4135,96295,1.0
4135,103975,1.0
4135,111655,1.0
4135,119335,1.0
4135,127015,1.0
4135,134695,1.0
4135,142375,1.0
4135,150055,1.0
4135,157735,1.0
4135,165415,1.0
4135,173095,1.0
4136,11816,1.0
4136,19496,1.0
4136,27176,1.0
4136,34856,1.0
4136,42536,1.0
4136,50216,1.0
4136,57896,1.0
4136,65576,1.0
4136,73256,1.0
4136,80936,1.0
4136,88616,1.0
4136,96296,1.0
4136,103976,1.0
4136,111656,1.0
4136,119336,1.0
4136,127016,1.0
4136,134696,1.0
4136,142376,1.0
4136,150056,1.0
4136,157736,1.0
4136,165416,1.0
4136,173096,1.0
4137,11817,1.0
4137,19497,1.0
4137,27177,1.0
4137,34857,1.0
4137,42537,1.0
4137,50217,1.0
4137,57897,1.0
4137,65577,1.0
4137,73257,1.0
4137,80937,1.0
4137,88617,1.0
4137,96297,1.0
4137,103977,1.0
4137,111657,1.0
4137,119337,1.0
4137,127017,1.0
4137,134697,1.0
4137,142377,1.0
4137,150057,1.0
4137,157737,1.0
4137,165417,1.0
4137,173097,1.0
4138,11818,1.0
4138,19498,1.0
4138,27178,1.0
4138,34858,1.0
4138,42538,1.0
4138,50218,1.0
4138,57898,1.0
4138,65578,1.0
4138,73258,1.0
4138,80938,1.0
4138,88618,1.0
4138,96298,1.0
4138,103978,1.0
4138,111658,1.0
4138,119338,1.0
4138,127018,1.0
4138,134698,1.0
4138,142378,1.0
4138,150058,1.0
4138,157738,1.0
4138,165418,1.0
4138,173098,1.0
4139,11819,1.0
4139,19499,1.0
4139,27179,1.0
4139,34859,1.0
4139,42539,1.0
4139,50219,1.0
4139,57899,1.0
4139,65579,1.0
4139,73259,1.0
4139,80939,1.0
4139,88619,1.0
4139,96299,1.0
4139,103979,1.0
4139,111659,1.0
4139,119339,1.0
4139,127019,1.0
4139,134699,1.0
4139,142379,1.0
4139,150059,1.0
4139,157739,1.0
4139,165419,1.0
4139,173099,1.0
4140,11820,1.0
4140,19500,1.0
4140,27180,1.0
4140,34860,1.0
4140,42540,1.0
4140,50220,1.0
4140,57900,1.0
4140,65580,1.0
4140,73260,1.0
4140,80940,1.0
4140,88620,1.0
4140,96300,1.0
4140,103980,1.0
4140,111660,1.0
4140,119340,1.0
4140,127020,1.0
4140,134700,1.0
4140,142380,1.0
4140,150060,1.0
4140,157740,1.0
4140,165420,1.0
4140,173100,1.0
4141,11821,1.0
4141,19501,1.0
4141,27181,1.0
4141,34861,1.0
4141,42541,1.0
4141,50221,1.0
4141,57901,1.0
4141,65581,1.0
4141,73261,1.0
4141,80941,1.0
4141,88621,1.0
4141,96301,1.0
4141,103981,1.0
4141,111661,1.0
4141,119341,1.0
4141,127021,1.0
4141,134701,1.0
4141,142381,1.0
4141,150061,1.0
4141,157741,1.0
4141,165421,1.0
4141,173101,1.0
4142,11822,1.0
4142,19502,1.0
4142,27182,1.0
4142,34862,1.0
4142,42542,1.0
4142,50222,1.0
4142,57902,1.0
4142,65582,1.0
4142,73262,1.0
4142,80942,1.0
4142,88622,1.0
4142,96302,1.0
4142,103982,1.0
4142,111662,1.0
4142,119342,1.0
4142,127022,1.0
4142,134702,1.0
4142,142382,1.0
4142,150062,1.0
4142,157742,1.0
4142,165422,1.0
4142,173102,1.0
4143,11823,1.0
4143,19503,1.0
4143,27183,1.0
4143,34863,1.0
4143,42543,1.0
4143,50223,1.0
4143,57903,1.0
4143,65583,1.0
4143,73263,1.0
4143,80943,1.0
4143,88623,1.0
4143,96303,1.0
4143,103983,1.0
4143,111663,1.0
4143,119343,1.0
4143,127023,1.0
4143,134703,1.0
4143,142383,1.0
4143,150063,1.0
4143,157743,1.0
4143,165423,1.0
4143,173103,1.0
4144,4145,1.4e-05
4144,4163,1.3e-05
4144,4164,1.3e-05
4144,11824,1.0
4144,19504,1.0
4144,27184,1.0
4144,34864,1.0
4144,42544,1.0
4144,50224,1.0
4144,57904,1.0
4144,65584,1.0
4144,73264,1.0
4144,80944,1.0
4144,88624,1.0
4144,96304,1.0
4144,103984,1.0
4144,111664,1.0
4144,119344,1.0
4144,127024,1.0
4144,134704,1.0
4144,142384,1.0
4144,150064,1.0
4144,157744,1.0
4144,165424,1.0
4144,173104,1.0
4145,4146,1.3e-05
4145,11825,1.0
4145,19505,1.0
4145,27185,1.0
4145,34865,1.0
4145,42545,1.0
4145,50225,1.0
4145,57905,1.0
4145,65585,1.0
4145,73265,1.0
4145,80945,1.0
4145,88625,1.0
4145,96305,1.0
4145,103985,1.0
4145,111665,1.0
4145,119345,1.0
4145,127025,1.0
4145,134705,1.0
4145,142385,1.0
4145,150065,1.0
4145,157745,1.0
4145,165425,1.0
4145,173105,1.0
4146,11826,1.0
4146,19506,1.0
4146,27186,1.0
4146,34866,1.0
4146,42546,1.0
4146,50226,1.0
4146,57906,1.0
4146,65586,1.0
4146,73266,1.0
4146,80946,1.0
4146,88626,1.0
4146,96306,1.0
4146,103986,1.0
4146,111666,1.0
4146,119346,1.0
4146,127026,1.0
4146,134706,1.0
4146,142386,1.0
4146,150066,1.0
4146,157746,1.0
4146,165426,1.0
4146,173106,1.0
4147,11827,1.0
4147,19507,1.0
4147,27187,1.0
4147,34867,1.0
4147,42547,1.0
4147,50227,1.0
4147,57907,1.0
4147,65587,1.0
4147,73267,1.0
4147,80947,1.0
4147,88627,1.0
4147,96307,1.0
4147,103987,1.0
4147,111667,1.0
4147,119347,1.0
4147,127027,1.0
4147,134707,1.0
4147,142387,1.0
4147,150067,1.0
4147,157747,1.0
4147,165427,1.0
4147,173107,1.0
4148,11828,1.0
4148,19508,1.0
4148,27188,1.0
4148,34868,1.0
4148,42548,1.0
4148,50228,1.0
4148,57908,1.0
4148,65588,1.0
4148,73268,1.0
4148,80948,1.0
4148,88628,1.0
4148,96308,1.0
4148,103988,1.0
4148,111668,1.0
4148,119348,1.0
4148,127028,1.0
4148,134708,1.0
4148,142388,1.0
4148,150068,1.0
4148,157748,1.0
4148,165428,1.0
4148,173108,1.0
4149,11829,1.0
4149,19509,1.0
4149,27189,1.0
4149,34869,1.0
4149,42549,1.0
4149,50229,1.0
4149,57909,1.0
4149,65589,1.0
4149,73269,1.0
4149,80949,1.0
4149,88629,1.0
4149,96309,1.0
4149,103989,1.0
4149,111669,1.0
4149,119349,1.0
4149,127029,1.0
4149,134709,1.0
4149,142389,1.0
4149,150069,1.0
4149,157749,1.0
4149,165429,1.0
4149,173109,1.0
4150,11830,1.0
4150,19510,1.0
4150,27190,1.0
4150,34870,1.0
4150,42550,1.0
4150,50230,1.0
4150,57910,1.0
4150,65590,1.0
4150,73270,1.0
4150,80950,1.0
4150,88630,1.0
4150,96310,1.0
4150,103990,1.0
4150,111670,1.0
4150,119350,1.0
4150,127030,1.0
4150,134710,1.0
4150,142390,1.0
4150,150070,1.0
4150,157750,1.0
4150,165430,1.0
4150,173110,1.0
4151,11831,1.0
4151,19511,1.0
4151,27191,1.0
4151,34871,1.0
4151,42551,1.0
4151,50231,1.0
4151,57911,1.0
4151,65591,1.0
4151,73271,1.0
4151,80951,1.0
4151,88631,1.0
4151,96311,1.0
4151,103991,1.0
4151,111671,1.0
4151,119351,1.0
4151,127031,1.0
4151,134711,1.0
4151,142391,1.0
4151,150071,1.0
4151,157751,1.0
4151,165431,1.0
4151,173111,1.0
4152,11832,1.0
4152,19512,1.0
4152,27192,1.0
4152,34872,1.0
4152,42552,1.0
4152,50232,1.0
4152,57912,1.0
4152,65592,1.0
4152,73272,1.0
4152,80952,1.0
4152,88632,1.0
4152,96312,1.0
4152,103992,1.0
4152,111672,1.0
4152,119352,1.0
4152,127032,1.0
4152,134712,1.0
4152,142392,1.0
4152,150072,1.0
4152,157752,1.0
4152,165432,1.0
4152,173112,1.0
4153,11833,1.0
4153,19513,1.0
4153,27193,1.0
4153,34873,1.0
4153,42553,1.0
4153,50233,1.0
4153,57913,1.0
4153,65593,1.0
4153,73273,1.0
4153,80953,1.0
4153,88633,1.0
4153,96313,1.0
4153,103993,1.0
4153,111673,1.0
4153,119353,1.0
4153,127033,1.0
4153,134713,1.0
4153,142393,1.0
4153,150073,1.0
4153,157753,1.0
4153,165433,1.0
4153,173113,1.0
4154,11834,1.0
4154,19514,1.0
4154,27194,1.0
4154,34874,1.0
4154,42554,1.0
4154,50234,1.0
4154,57914,1.0
4154,65594,1.0
4154,73274,1.0
4154,80954,1.0
4154,88634,1.0
4154,96314,1.0
4154,103994,1.0
4154,111674,1.0
4154,119354,1.0
4154,127034,1.0
4154,134714,1.0
4154,142394,1.0
4154,150074,1.0
4154,157754,1.0
4154,165434,1.0
4154,173114,1.0
4155,11835,1.0
4155,19515,1.0
4155,27195,1.0
4155,34875,1.0
4155,42555,1.0
4155,50235,1.0
4155,57915,1.0
4155,65595,1.0
4155,73275,1.0
4155,80955,1.0
4155,88635,1.0
4155,96315,1.0
4155,103995,1.0
4155,111675,1.0
4155,119355,1.0
4155,127035,1.0
4155,134715,1.0
4155,142395,1.0
4155,150075,1.0
4155,157755,1.0
4155,165435,1.0
4155,173115,1.0
4156,11836,1.0
4156,19516,1.0
4156,27196,1.0
4156,34876,1.0
4156,42556,1.0
4156,50236,1.0
4156,57916,1.0
4156,65596,1.0
4156,73276,1.0
4156,80956,1.0
4156,88636,1.0
4156,96316,1.0
4156,103996,1.0
4156,111676,1.0
4156,119356,1.0
4156,127036,1.0
4156,134716,1.0
4156,142396,1.0
4156,150076,1.0
4156,157756,1.0
4156,165436,1.0
4156,173116,1.0
4157,11837,1.0
4157,19517,1.0
4157,27197,1.0
4157,34877,1.0
4157,42557,1.0
4157,50237,1.0
4157,57917,1.0
4157,65597,1.0
4157,73277,1.0
4157,80957,1.0
4157,88637,1.0
4157,96317,1.0
4157,103997,1.0
4157,111677,1.0
4157,119357,1.0
4157,127037,1.0
4157,134717,1.0
4157,142397,1.0
4157,150077,1.0
4157,157757,1.0
4157,165437,1.0
4157,173117,1.0
4158,11838,1.0
4158,19518,1.0
4158,27198,1.0
4158,34878,1.0
4158,42558,1.0
4158,50238,1.0
4158,57918,1.0
4158,65598,1.0
4158,73278,1.0
4158,80958,1.0
4158,88638,1.0
4158,96318,1.0
4158,103998,1.0
4158,111678,1.0
4158,119358,1.0
4158,127038,1.0
4158,134718,1.0
4158,142398,1.0
4158,150078,1.0
4158,157758,1.0
4158,165438,1.0
4158,173118,1.0
4159,11839,1.0
4159,19519,1.0
4159,27199,1.0
4159,34879,1.0
4159,42559,1.0
4159,50239,1.0
4159,57919,1.0
