id,x,y,degree,electrode,electrode_id,phase,timepoint
e0_t113,2528.79,324.64,0.0,FP1,0,pre,113
e0_t114,2526.95,325.32,0.0,FP1,0,pre,114
e0_t115,2525.09,325.96,0.0,FP1,0,pre,115
e0_t116,2523.22,326.56,0.0,FP1,0,pre,116
e0_t117,2521.34,327.1,0.0,FP1,0,pre,117
e0_t118,2519.44,327.6,0.0,FP1,0,pre,118
e0_t119,2517.53,328.06,0.0,FP1,0,pre,119
e0_t120,2515.61,328.46,0.0,FP1,0,pre,120
e0_t121,2513.68,328.82,0.0,FP1,0,pre,121
e0_t122,2511.74,329.13,0.0,FP1,0,pre,122
e0_t123,2509.79,329.4,0.0,FP1,0,pre,123
e0_t124,2507.84,329.61,0.0,FP1,0,pre,124
e0_t125,2505.89,329.78,0.0,FP1,0,pre,125
e0_t126,2503.93,329.9,0.0,FP1,0,pre,126
e0_t127,2501.96,329.98,0.0,FP1,0,pre,127
e0_t128,2500.0,330.0,0.0,FP1,0,pre,128
e0_t129,2498.04,329.98,0.0,FP1,0,pre,129
e0_t130,2496.07,329.9,0.0,FP1,0,pre,130
e0_t131,2494.11,329.78,0.0,FP1,0,pre,131
e0_t132,2492.16,329.61,0.0,FP1,0,pre,132
e0_t133,2490.21,329.4,0.0,FP1,0,pre,133
e0_t134,2488.26,329.13,0.0,FP1,0,pre,134
e0_t135,2486.32,328.82,0.0,FP1,0,pre,135
e0_t136,2484.39,328.46,0.0,FP1,0,pre,136
e0_t137,2482.47,328.06,0.0,FP1,0,pre,137
e0_t138,2480.56,327.6,0.0,FP1,0,pre,138
e0_t139,2478.66,327.1,0.0,FP1,0,pre,139
e0_t140,2476.78,326.56,0.0,FP1,0,pre,140
e0_t141,2474.91,325.96,0.0,FP1,0,pre,141
e0_t142,2473.05,325.32,0.0,FP1,0,pre,142
e0_t143,2471.21,324.64,0.0,FP1,0,pre,143
e0_t144,2469.39,323.91,0.0,FP1,0,pre,144
e0_t145,2467.58,323.14,0.0,FP1,0,pre,145
e0_t146,2465.8,322.32,0.0,FP1,0,pre,146
e0_t147,2464.03,321.46,0.0,FP1,0,pre,147
e0_t148,2462.29,320.55,0.0,FP1,0,pre,148
e0_t149,2460.57,319.61,0.0,FP1,0,pre,149
e0_t150,2458.87,318.62,0.0,FP1,0,pre,150
e0_t151,2457.2,317.59,0.0,FP1,0,pre,151
e0_t152,2455.55,316.52,0.0,FP1,0,pre,152
e0_t153,2453.94,315.41,0.0,FP1,0,pre,153
e0_t154,2452.34,314.26,0.0,FP1,0,pre,154
e0_t155,2450.78,313.07,0.1333,FP1,0,pre,155
e0_t156,2449.25,311.84,0.1333,FP1,0,pre,156
e0_t157,2447.75,310.58,0.0,FP1,0,pre,157
e0_t158,2446.28,309.28,0.0,FP1,0,pre,158
e0_t159,2444.84,307.94,0.0,FP1,0,pre,159
e0_t160,2443.43,306.57,0.0,FP1,0,pre,160
e0_t161,2442.06,305.16,0.0,FP1,0,pre,161
e0_t162,2440.72,303.72,0.0,FP1,0,pre,162
e0_t163,2439.42,302.25,0.0,FP1,0,pre,163
e0_t164,2438.16,300.75,0.0,FP1,0,pre,164
e0_t165,2436.93,299.22,0.0,FP1,0,pre,165
e0_t166,2435.74,297.66,0.0,FP1,0,pre,166
e0_t167,2434.59,296.06,0.0,FP1,0,pre,167
e0_t168,2433.48,294.45,0.0,FP1,0,pre,168
e0_t169,2432.41,292.8,0.0,FP1,0,pre,169
e0_t170,2431.38,291.13,0.0,FP1,0,pre,170
e0_t171,2430.39,289.43,0.0,FP1,0,pre,171
e0_t172,2429.45,287.71,0.0,FP1,0,pre,172
e0_t173,2428.54,285.97,0.0,FP1,0,pre,173
e0_t174,2427.68,284.2,0.0,FP1,0,pre,174
e0_t175,2426.86,282.42,0.0,FP1,0,pre,175
e0_t176,2426.09,280.61,0.0,FP1,0,pre,176
e0_t177,2425.36,278.79,0.2667,FP1,0,pre,177
e0_t178,2424.68,276.95,0.2667,FP1,0,pre,178
e0_t179,2424.04,275.09,0.2667,FP1,0,pre,179
e0_t180,2423.44,273.22,0.4,FP1,0,pre,180
e0_t181,2422.9,271.34,0.1333,FP1,0,pre,181
e0_t182,2422.4,269.44,0.0,FP1,0,pre,182
e0_t183,2421.94,267.53,0.0,FP1,0,pre,183
e0_t184,2421.54,265.61,0.0,FP1,0,pre,184
e0_t185,2421.18,263.68,0.0,FP1,0,pre,185
e0_t186,2420.87,261.74,0.0,FP1,0,pre,186
e0_t187,2420.6,259.79,0.1333,FP1,0,pre,187
e0_t188,2420.39,257.84,0.4,FP1,0,pre,188
e0_t189,2420.22,255.89,0.5333,FP1,0,pre,189
e0_t190,2420.1,253.93,0.2667,FP1,0,pre,190
e0_t191,2420.02,251.96,0.2667,FP1,0,pre,191
e0_t192,2420.0,250.0,0.1333,FP1,0,pre,192
e0_t193,2420.02,248.04,0.0,FP1,0,pre,193
e0_t194,2420.1,246.07,0.0,FP1,0,pre,194
e0_t195,2420.22,244.11,0.0,FP1,0,pre,195
e0_t196,2420.39,242.16,0.0,FP1,0,pre,196
e0_t197,2420.6,240.21,0.0,FP1,0,pre,197
e0_t198,2420.87,238.26,0.0,FP1,0,pre,198
e0_t199,2421.18,236.32,0.0,FP1,0,pre,199
e0_t200,2421.54,234.39,0.0,FP1,0,pre,200
e0_t201,2421.94,232.47,0.4,FP1,0,pre,201
e0_t202,2422.4,230.56,0.2667,FP1,0,pre,202
e0_t203,2422.9,228.66,0.0,FP1,0,pre,203
e0_t204,2423.44,226.78,0.0,FP1,0,pre,204
e0_t205,2424.04,224.91,0.0,FP1,0,pre,205
e0_t206,2424.68,223.05,0.1333,FP1,0,pre,206
e0_t207,2425.36,221.21,0.0,FP1,0,pre,207
e0_t208,2426.09,219.39,0.0,FP1,0,pre,208
e0_t209,2426.86,217.58,0.0,FP1,0,pre,209
e0_t210,2427.68,215.8,0.1333,FP1,0,pre,210
e0_t211,2428.54,214.03,0.4,FP1,0,pre,211
e0_t212,2429.45,212.29,0.1333,FP1,0,pre,212
e0_t213,2430.39,210.57,0.0,FP1,0,pre,213
e0_t214,2431.38,208.87,0.0,FP1,0,pre,214
e0_t215,2432.41,207.2,0.0,FP1,0,pre,215
e0_t216,2433.48,205.55,0.0,FP1,0,pre,216
e0_t217,2434.59,203.94,0.0,FP1,0,pre,217
e0_t218,2435.74,202.34,0.0,FP1,0,pre,218
e0_t219,2436.93,200.78,0.0,FP1,0,pre,219
e0_t220,2438.16,199.25,0.1333,FP1,0,pre,220
e0_t221,2439.42,197.75,0.4,FP1,0,pre,221
e0_t222,2440.72,196.28,0.2667,FP1,0,pre,222
e0_t223,2442.06,194.84,0.1333,FP1,0,pre,223
e0_t224,2443.43,193.43,0.0,FP1,0,pre,224
e0_t225,2444.84,192.06,0.0,FP1,0,pre,225
e0_t226,2446.28,190.72,0.0,FP1,0,pre,226
e0_t227,2447.75,189.42,0.0,FP1,0,pre,227
e0_t228,2449.25,188.16,0.0,FP1,0,pre,228
e0_t229,2450.78,186.93,0.0,FP1,0,pre,229
e0_t230,2452.34,185.74,0.0,FP1,0,pre,230
e0_t231,2453.94,184.59,0.0,FP1,0,pre,231
e0_t232,2455.55,183.48,0.0,FP1,0,pre,232
e0_t233,2457.2,182.41,0.1333,FP1,0,pre,233
e0_t234,2458.87,181.38,0.1333,FP1,0,pre,234
e0_t235,2460.57,180.39,0.1333,FP1,0,pre,235
e0_t236,2462.29,179.45,0.0,FP1,0,pre,236
e0_t237,2464.03,178.54,0.0,FP1,0,pre,237
e0_t238,2465.8,177.68,0.0,FP1,0,pre,238
e0_t239,2467.58,176.86,0.0,FP1,0,pre,239
e0_t240,2469.39,176.09,0.0,FP1,0,pre,240
e0_t241,2471.21,175.36,0.0,FP1,0,pre,241
e0_t242,2473.05,174.68,0.0,FP1,0,pre,242
e0_t243,2474.91,174.04,0.0,FP1,0,pre,243
e0_t244,2476.78,173.44,0.0,FP1,0,pre,244
e0_t245,2478.66,172.9,0.0,FP1,0,pre,245
e0_t246,2480.56,172.4,0.0,FP1,0,pre,246
e0_t247,2482.47,171.94,0.0,FP1,0,pre,247
e0_t248,2484.39,171.54,0.0,FP1,0,pre,248
e0_t249,2486.32,171.18,0.0,FP1,0,pre,249
e0_t250,2488.26,170.87,0.0,FP1,0,pre,250
e0_t251,2490.21,170.6,0.0,FP1,0,pre,251
e0_t252,2492.16,170.39,0.0,FP1,0,pre,252
e0_t253,2494.11,170.22,0.0,FP1,0,pre,253
e0_t254,2496.07,170.1,0.0,FP1,0,pre,254
e0_t255,2498.04,170.02,0.1333,FP1,0,pre,255
e1_t0,2750.0,170.0,0.2667,FP2,1,pre,0
e1_t1,2751.96,170.02,0.4,FP2,1,pre,1
e1_t2,2753.93,170.1,0.1333,FP2,1,pre,2
e1_t3,2755.89,170.22,0.0,FP2,1,pre,3
e1_t4,2757.84,170.39,0.0,FP2,1,pre,4
e1_t5,2759.79,170.6,0.0,FP2,1,pre,5
e1_t6,2761.74,170.87,0.0,FP2,1,pre,6
e1_t7,2763.68,171.18,0.0,FP2,1,pre,7
e1_t8,2765.61,171.54,0.0,FP2,1,pre,8
e1_t9,2767.53,171.94,0.0,FP2,1,pre,9
e1_t10,2769.44,172.4,0.0,FP2,1,pre,10
e1_t11,2771.34,172.9,0.0,FP2,1,pre,11
e1_t12,2773.22,173.44,0.0,FP2,1,pre,12
e1_t13,2775.09,174.04,0.0,FP2,1,pre,13
e1_t14,2776.95,174.68,0.0,FP2,1,pre,14
e1_t15,2778.79,175.36,0.0,FP2,1,pre,15
e1_t16,2780.61,176.09,0.0,FP2,1,pre,16
e1_t17,2782.42,176.86,0.1333,FP2,1,pre,17
e1_t18,2784.2,177.68,0.2667,FP2,1,pre,18
e1_t19,2785.97,178.54,0.4,FP2,1,pre,19
e1_t20,2787.71,179.45,0.2667,FP2,1,pre,20
e1_t21,2789.43,180.39,0.0,FP2,1,pre,21
e1_t22,2791.13,181.38,0.1333,FP2,1,pre,22
e1_t23,2792.8,182.41,0.0,FP2,1,pre,23
e1_t24,2794.45,183.48,0.1333,FP2,1,pre,24
e1_t25,2796.06,184.59,0.1333,FP2,1,pre,25
e1_t26,2797.66,185.74,0.0,FP2,1,pre,26
e1_t27,2799.22,186.93,0.1333,FP2,1,pre,27
e1_t28,2800.75,188.16,0.4,FP2,1,pre,28
e1_t29,2802.25,189.42,0.2667,FP2,1,pre,29
e1_t30,2803.72,190.72,0.1333,FP2,1,pre,30
e1_t31,2805.16,192.06,0.0,FP2,1,pre,31
e1_t32,2806.57,193.43,0.0,FP2,1,pre,32
e1_t33,2807.94,194.84,0.0,FP2,1,pre,33
e1_t34,2809.28,196.28,0.0,FP2,1,pre,34
e1_t35,2810.58,197.75,0.1333,FP2,1,pre,35
e1_t36,2811.84,199.25,0.0,FP2,1,pre,36
e1_t37,2813.07,200.78,0.0,FP2,1,pre,37
e1_t38,2814.26,202.34,0.0,FP2,1,pre,38
e1_t39,2815.41,203.94,0.0,FP2,1,pre,39
e1_t40,2816.52,205.55,0.0,FP2,1,pre,40
e1_t41,2817.59,207.2,0.0,FP2,1,pre,41
e1_t42,2818.62,208.87,0.0,FP2,1,pre,42
e1_t43,2819.61,210.57,0.0,FP2,1,pre,43
e1_t44,2820.55,212.29,0.1333,FP2,1,pre,44
e1_t45,2821.46,214.03,0.4,FP2,1,pre,45
e1_t46,2822.32,215.8,0.4,FP2,1,pre,46
e1_t47,2823.14,217.58,0.2667,FP2,1,pre,47
e1_t48,2823.91,219.39,0.0,FP2,1,pre,48
e1_t49,2824.64,221.21,0.0,FP2,1,pre,49
e1_t50,2825.32,223.05,0.0,FP2,1,pre,50
e1_t51,2825.96,224.91,0.0,FP2,1,pre,51
e1_t52,2826.56,226.78,0.0,FP2,1,pre,52
e1_t53,2827.1,228.66,0.0,FP2,1,pre,53
e1_t54,2827.6,230.56,0.0,FP2,1,pre,54
e1_t55,2828.06,232.47,0.0,FP2,1,pre,55
e1_t56,2828.46,234.39,0.0,FP2,1,pre,56
e1_t57,2828.82,236.32,0.0,FP2,1,pre,57
e1_t58,2829.13,238.26,0.0,FP2,1,pre,58
e1_t59,2829.4,240.21,0.0,FP2,1,pre,59
e1_t60,2829.61,242.16,0.0,FP2,1,pre,60
e1_t61,2829.78,244.11,0.0,FP2,1,pre,61
e1_t62,2829.9,246.07,0.0,FP2,1,pre,62
e1_t63,2829.98,248.04,0.0,FP2,1,pre,63
e1_t64,2830.0,250.0,0.0,FP2,1,pre,64
e1_t65,2829.98,251.96,0.0,FP2,1,pre,65
e1_t66,2829.9,253.93,0.0,FP2,1,pre,66
e1_t67,2829.78,255.89,0.0,FP2,1,pre,67
e1_t68,2829.61,257.84,0.0,FP2,1,pre,68
e1_t69,2829.4,259.79,0.1333,FP2,1,pre,69
e1_t70,2829.13,261.74,0.0,FP2,1,pre,70
e1_t71,2828.82,263.68,0.0,FP2,1,pre,71
e1_t72,2828.46,265.61,0.0,FP2,1,pre,72
e1_t73,2828.06,267.53,0.0,FP2,1,pre,73
e1_t74,2827.6,269.44,0.0,FP2,1,pre,74
e1_t75,2827.1,271.34,0.0,FP2,1,pre,75
e1_t76,2826.56,273.22,0.0,FP2,1,pre,76
e1_t77,2825.96,275.09,0.0,FP2,1,pre,77
e1_t78,2825.32,276.95,0.1333,FP2,1,pre,78
e1_t79,2824.64,278.79,0.4,FP2,1,pre,79
e1_t80,2823.91,280.61,0.1333,FP2,1,pre,80
e1_t81,2823.14,282.42,0.0,FP2,1,pre,81
e1_t82,2822.32,284.2,0.0,FP2,1,pre,82
e1_t83,2821.46,285.97,0.0,FP2,1,pre,83
e1_t84,2820.55,287.71,0.0,FP2,1,pre,84
e1_t85,2819.61,289.43,0.0,FP2,1,pre,85
e1_t86,2818.62,291.13,0.1333,FP2,1,pre,86
e1_t87,2817.59,292.8,0.1333,FP2,1,pre,87
e1_t88,2816.52,294.45,0.1333,FP2,1,pre,88
e1_t89,2815.41,296.06,0.1333,FP2,1,pre,89
e1_t90,2814.26,297.66,0.0,FP2,1,pre,90
e1_t91,2813.07,299.22,0.0,FP2,1,pre,91
e1_t92,2811.84,300.75,0.1333,FP2,1,pre,92
e1_t93,2810.58,302.25,0.0,FP2,1,pre,93
e1_t94,2809.28,303.72,0.2667,FP2,1,pre,94
e1_t95,2807.94,305.16,0.5333,FP2,1,pre,95
e1_t96,2806.57,306.57,1.0667,FP2,1,pre,96
e1_t97,2805.16,307.94,0.4,FP2,1,pre,97
e1_t98,2803.72,309.28,0.1333,FP2,1,pre,98
e1_t99,2802.25,310.58,0.2667,FP2,1,pre,99
e1_t100,2800.75,311.84,0.1333,FP2,1,pre,100
e1_t101,2799.22,313.07,0.0,FP2,1,pre,101
e1_t102,2797.66,314.26,0.0,FP2,1,pre,102
e1_t103,2796.06,315.41,0.0,FP2,1,pre,103
e1_t104,2794.45,316.52,0.0,FP2,1,pre,104
e1_t105,2792.8,317.59,0.0,FP2,1,pre,105
e1_t106,2791.13,318.62,0.0,FP2,1,pre,106
e1_t107,2789.43,319.61,0.1333,FP2,1,pre,107
e1_t108,2787.71,320.55,0.2667,FP2,1,pre,108
e1_t109,2785.97,321.46,0.1333,FP2,1,pre,109
e1_t110,2784.2,322.32,0.0,FP2,1,pre,110
e1_t111,2782.42,323.14,0.0,FP2,1,pre,111
e1_t112,2780.61,323.91,0.0,FP2,1,pre,112
e1_t113,2778.79,324.64,0.1333,FP2,1,pre,113
e1_t114,2776.95,325.32,0.2667,FP2,1,pre,114
e1_t115,2775.09,325.96,0.2667,FP2,1,pre,115
e1_t116,2773.22,326.56,0.2667,FP2,1,pre,116
e1_t117,2771.34,327.1,0.2667,FP2,1,pre,117
e1_t118,2769.44,327.6,0.1333,FP2,1,pre,118
e1_t119,2767.53,328.06,0.2667,FP2,1,pre,119
e1_t120,2765.61,328.46,0.2667,FP2,1,pre,120
e1_t121,2763.68,328.82,0.1333,FP2,1,pre,121
e1_t122,2761.74,329.13,0.0,FP2,1,pre,122
e1_t123,2759.79,329.4,0.0,FP2,1,pre,123
e1_t124,2757.84,329.61,0.0,FP2,1,pre,124
e1_t125,2755.89,329.78,0.0,FP2,1,pre,125
e1_t126,2753.93,329.9,0.0,FP2,1,pre,126
e1_t127,2751.96,329.98,0.0,FP2,1,pre,127
e1_t128,2750.0,330.0,0.0,FP2,1,pre,128
e1_t129,2748.04,329.98,0.0,FP2,1,pre,129
e1_t130,2746.07,329.9,0.0,FP2,1,pre,130
e1_t131,2744.11,329.78,0.0,FP2,1,pre,131
e1_t132,2742.16,329.61,0.0,FP2,1,pre,132
e1_t133,2740.21,329.4,0.0,FP2,1,pre,133
e1_t134,2738.26,329.13,0.0,FP2,1,pre,134
e1_t135,2736.32,328.82,0.0,FP2,1,pre,135
e1_t136,2734.39,328.46,0.0,FP2,1,pre,136
e1_t137,2732.47,328.06,0.0,FP2,1,pre,137
e1_t138,2730.56,327.6,0.0,FP2,1,pre,138
e1_t139,2728.66,327.1,0.0,FP2,1,pre,139
e1_t140,2726.78,326.56,0.0,FP2,1,pre,140
e1_t141,2724.91,325.96,0.0,FP2,1,pre,141
e1_t142,2723.05,325.32,0.1333,FP2,1,pre,142
e1_t143,2721.21,324.64,0.0,FP2,1,pre,143
e1_t144,2719.39,323.91,0.0,FP2,1,pre,144
e1_t145,2717.58,323.14,0.1333,FP2,1,pre,145
e1_t146,2715.8,322.32,0.0,FP2,1,pre,146
e1_t147,2714.03,321.46,0.0,FP2,1,pre,147
e1_t148,2712.29,320.55,0.0,FP2,1,pre,148
e1_t149,2710.57,319.61,0.0,FP2,1,pre,149
e1_t150,2708.87,318.62,0.2667,FP2,1,pre,150
e1_t151,2707.2,317.59,0.2667,FP2,1,pre,151
e1_t152,2705.55,316.52,0.4,FP2,1,pre,152
e1_t153,2703.94,315.41,0.2667,FP2,1,pre,153
e1_t154,2702.34,314.26,0.1333,FP2,1,pre,154
e1_t155,2700.78,313.07,0.1333,FP2,1,pre,155
e1_t156,2699.25,311.84,0.2667,FP2,1,pre,156
e1_t157,2697.75,310.58,0.4,FP2,1,pre,157
e1_t158,2696.28,309.28,0.1333,FP2,1,pre,158
e1_t159,2694.84,307.94,0.2667,FP2,1,pre,159
e1_t160,2693.43,306.57,0.2667,FP2,1,pre,160
e1_t161,2692.06,305.16,0.1333,FP2,1,pre,161
e1_t162,2690.72,303.72,0.1333,FP2,1,pre,162
e1_t163,2689.42,302.25,0.0,FP2,1,pre,163
e1_t164,2688.16,300.75,0.0,FP2,1,pre,164
e1_t165,2686.93,299.22,0.0,FP2,1,pre,165
e1_t166,2685.74,297.66,0.0,FP2,1,pre,166
e1_t167,2684.59,296.06,0.1333,FP2,1,pre,167
e1_t168,2683.48,294.45,0.4,FP2,1,pre,168
e1_t169,2682.41,292.8,0.4,FP2,1,pre,169
e1_t170,2681.38,291.13,0.1333,FP2,1,pre,170
e1_t171,2680.39,289.43,0.0,FP2,1,pre,171
e1_t172,2679.45,287.71,0.0,FP2,1,pre,172
e1_t173,2678.54,285.97,0.0,FP2,1,pre,173
e1_t174,2677.68,284.2,0.0,FP2,1,pre,174
e1_t175,2676.86,282.42,0.0,FP2,1,pre,175
e1_t176,2676.09,280.61,0.0,FP2,1,pre,176
e1_t177,2675.36,278.79,0.0,FP2,1,pre,177
e1_t178,2674.68,276.95,0.0,FP2,1,pre,178
e1_t179,2674.04,275.09,0.2667,FP2,1,pre,179
e1_t180,2673.44,273.22,0.4,FP2,1,pre,180
e1_t181,2672.9,271.34,0.2667,FP2,1,pre,181
e1_t182,2672.4,269.44,0.1333,FP2,1,pre,182
e1_t183,2671.94,267.53,0.0,FP2,1,pre,183
e1_t184,2671.54,265.61,0.0,FP2,1,pre,184
e1_t185,2671.18,263.68,0.0,FP2,1,pre,185
e1_t186,2670.87,261.74,0.0,FP2,1,pre,186
e1_t187,2670.6,259.79,0.0,FP2,1,pre,187
e1_t188,2670.39,257.84,0.0,FP2,1,pre,188
e1_t189,2670.22,255.89,0.0,FP2,1,pre,189
e1_t190,2670.1,253.93,0.0,FP2,1,pre,190
e1_t191,2670.02,251.96,0.0,FP2,1,pre,191
e1_t192,2670.0,250.0,0.0,FP2,1,pre,192
e1_t193,2670.02,248.04,0.0,FP2,1,pre,193
e1_t194,2670.1,246.07,0.0,FP2,1,pre,194
e1_t195,2670.22,244.11,0.0,FP2,1,pre,195
e1_t196,2670.39,242.16,0.0,FP2,1,pre,196
e1_t197,2670.6,240.21,0.0,FP2,1,pre,197
e1_t198,2670.87,238.26,0.0,FP2,1,pre,198
e1_t199,2671.18,236.32,0.0,FP2,1,pre,199
e1_t200,2671.54,234.39,0.0,FP2,1,pre,200
e1_t201,2671.94,232.47,0.0,FP2,1,pre,201
e1_t202,2672.4,230.56,0.0,FP2,1,pre,202
e1_t203,2672.9,228.66,0.0,FP2,1,pre,203
e1_t204,2673.44,226.78,0.0,FP2,1,pre,204
